tenantInstitutionId,tenantInstitutionName,sector,industry_group,industry,sub_industry
2590397639,Hodgson Russ LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4047528593,Air Quality Control Inc,,,,
2327876427,"TNC (US) Holdings, Inc.",Communication Services,Media and Entertainment,Media,Publishing
100528575,Aftermath Restoration Inc,,,,
489683659,CCTV Security Ltd.,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Security and Alarm Services
1063311699,Support Service Corporation,,,,
1673911403,"MMZ Associates, Inc.",Financials,Insurance,Insurance,Insurance Brokers
1053001812,AmerTac Inc.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Home Furnishings
1113735089,MEAG New York Corporation,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1584345467,BPD Express Inc.,,,,
3617342592,York New York,,,,
873500746,"Mwsi, Inc.",,,,
2279441337,"Merriman Capital, Inc.",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
3388646334,Screenshop Ltd.,,,,
1609757433,Perfect Information Ltd.,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data
2048714138,"CampusHabitat, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
1387702766,Afineur Corp,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology
1105930619,Thera North,,,,
2685312165,Newspaper Guild Of New York- The New York Times Benefits Fund,,,,
2942295502,"Churchill Middle Market Senior Loan Access Fund, LP",,,,
1004743002,"Human Condition Safety, Inc.",Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals"
3807961693,Vickers Stock Research Corporation,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
895610012,"Interactive Technology Group, Inc.",Information Technology,Software and Services,Software,Application Software
3464494539,EAPT Solutions Inc.,Information Technology,Software and Services,IT Services,IT Consulting and Other Services
3275643513,"Greater New York Councils, Boy Scouts of America",,,,
1332791475,"Feld Entertainment, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
1328021491,Kajima U.S.A. Inc.,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
2621118678,"ABC Carpet & Home, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Homefurnishing Retail
1367590168,"Shenkman Capital Management, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2574539908,"Water Waste Prevention Co., Inc.",,,,
1110396338,"Riker, Danzig, Scherer, Hyland & Perretti LLP",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1460356916,New Jersey Law And Public Safety Credit Union,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
2230330824,"Capital Credit Holdings, Inc.",,,,
3417537038,Stanfield Capital Partners LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2302226119,"Bergmann Associates, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
3991371280,Tucci & Frestas Trattoria and Bar,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
2603431694,Better Bowls LLC,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
1397634019,"Falconhead Capital, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3683307469,D&S Technology,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Consumer Electronics
1580667877,Goldenberg- Rosenthal Co.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1118167522,Epic Resorts LLC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
1478270204,Lindi LLC,Consumer Staples,Household and Personal Products,Personal Products,Personal Products
856037720,"Rosemont Investment Partners, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
863820574,Capital Integration Systems LLC,Information Technology,Software and Services,Software,Application Software
1503659377,Quilvest S.A.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
885481796,HMS International Fabrics Corporation,Consumer Discretionary,Retailing,Distributors,Distributors
3316150176,Issues Management Inc.,,,,
1974376905,Pierre Fabre S.A.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
3157300350,Monte Carlo Fan Company,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Household Appliances
619656972,"Authentic Response, Inc.",Communication Services,Media and Entertainment,Media,Advertising
47672416,"Lexi-Comp, Inc.",Health Care,Health Care Equipment and Services,Health Care Technology,Health Care Technology
1024826952,"Prime Healthcare Services-Roxborough, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
1511004484,Hyatt Place Pittsburgh-North Shore,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
2820150197,Gaylord Bros. Inc.,Consumer Discretionary,Retailing,Distributors,Distributors
3514044427,The Economist Intelligence Unit Limited,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
481158598,"Shaker Investments, L.L.C.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
24336643,"Pan-Am Equities, Inc.",Real Estate,Real Estate,Real Estate Management and Development,Diversified Real Estate Activities
1617629957,"Toplel & Silver, CPA's, PA",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3592179279,"Mark Magrann Associates, Inc.",,,,
2257503983,"N.S. Bienstock, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
1521562967,"EXOlifestyle, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
1343905065,"Brigade Marketing, LLC",,,,
1172201849,"Eosso Brothers, Inc.",,,,
778403994,"Lawn Doctor, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services
889062488,"Bally Technologies, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Casinos and Gaming
4081864392,"Willis HRH, Inc.",Financials,Insurance,Insurance,Insurance Brokers
1023761341,"Devgiri Exports, Llc",,,,
1322326315,"National Jeweler Group, Inc.",Communication Services,Media and Entertainment,Media,Publishing
1247122318,"Taconic Investment Partners, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2779679586,"Swissray International, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment
3861142525,CRR Holdings LLC,,,,
272847113,"Mufson Howe Hunter & Co, LLC",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
3633604807,4Cast Ltd,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data
3550842716,Andover Research Ltd.,,,,
6194371,Circle Advisers Inc.,,,,
1104249959,"Capsicum Group, LLC",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
666461599,"Rubenstein Partners, L.P.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2433698490,Magilla Entertainment LLC,,,,
1850434043,"Robert Schalkenbach Foundation, The",,,,
1612282950,"Sky Blue Pools, LLC",,,,
1323268625,Fm Associates LLC,,,,
2698128051,"Pirch, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail
3886723796,"Premier Ford, Inc",,,,
2476549320,Magus Research Ltd.,Information Technology,Software and Services,Software,Application Software
3133160446,J A Alternatives Inc,,,,
2935417606,Galerie Lelong,,,,
723991102,"BoyCon, L.L.C.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
2941689592,"Edwin L. Heim Co., Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
3997379208,Plaza Artist Materials Inc.,,,,
2769786315,"Kacela Capital, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1920970445,"National Record Mart, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
30749265,SP Cooper & Company L.L.P,,,,
4154221459,"Bitly, Inc.",Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
3156764545,"Olivet International, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
3270795014,"AFA Protective Systems, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Security and Alarm Services
75230060,Sunrise Financial Group Inc.,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
2550541367,"Center Management Associates, Inc.",,,,
3644448518,"Adirondack Chair Co., Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Office Services and Supplies
3067605869,R.E. Loewenberg Capital Management Corp.,,,,
452154369,"Coho Partners, Ltd.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2636598211,"Philadelphia 76ers, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
2264821595,"Krensavage Offshore Fund, Ltd",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1223965019,MedSupply,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors
3191254447,Peckar & Abramson,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
2389295528,Baratta & Goldstein,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1916334238,Wasserstein & Co.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1131274452,"Elbow Room, Inc.",,,,
598170990,"Crestview Partners, L.P.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3645493024,French Embassy,,,,
1257090678,"Bernstein & Andriulli, Inc.",Communication Services,Media and Entertainment,Media,Advertising
845297791,"Cardiovascular Care Group, The",,,,
1035739842,Cbs Photo Archive,,,,
819816043,Harcourt Alternative Investments,,,,
3462186858,Macklowe Management Llc,,,,
492009884,Cross Country Infrastructure Services Inc.,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors
3179387768,"Global Export Marketing Co., Ltd.",Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Distributors
444561720,"Flat Rate Movers, Ltd.",,,,
2586504153,"Stark Business Solutions, Inc.",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
728828285,"Conway Import Co., Inc.",,,,
426489293,"International Print Group, LLC",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Commercial Printing
719717409,Rx Partners Inc.,,,,
3858655758,Majestic Acquisitions Limited,,,,
2791702162,"CTA Productions, Inc.",,,,
3808078595,A M C S Technologies,,,,
1963738304,Business Council for International Understanding,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
3218955256,Plastic Surgery Co.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
3500313133,"Morgan Creek Capital Management, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2799168557,"Kiran Jewels, Inc.",Consumer Discretionary,Retailing,Distributors,Distributors
1465472352,Thomas P. Lutz,,,,
645376837,People Care Of New Jersey Inc,,,,
4241996911,Kelley Drye & Warren LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3627085496,ICD-International Center for the Disabled,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
1869313074,"Ghurka, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Textiles
1443436344,Silver Lake Center Inc,,,,
3706947,The New York Metropolitan Baseball Club Inc.,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
